Customer_ID,Age,Gender,Income,Spending_Score,Region,Ad_Spend,Website_Time,Satisfaction_Score,Sales,Purchased
29,29,Male,60825.71620224457,49.068702799699786,North,24309.08557904871,9.267891438478348,3.6544732982289667,21242.30949441986,No
30,39,Male,44853.7364228036,91.86307983853682,East,25965.612937929815,5.019386327893065,3.688919977949713,43200.051835975566,No
31,35,Female,49240.34070774314,77.50933574864521,West,21869.607011489363,0.30591215734963795,7.595142267500826,29968.528433658907,Yes
32,28,Male,51720.30134941539,13.182152413240873,East,16488.717731355013,6.097345260107556,1.0759273007657746,11011.45826511101,Yes
33,37,Female,65722.79512921987,48.17076721747882,South,17234.936505235415,1.6170351472539615,9.416538706596445,44116.62532574704,No
34,18,Male,32876.88804604531,71.16520741128713,East,22498.288674074585,23.751863077441797,4.149611580506366,39280.61009679034,No
35,33,Female,66916.70253327348,57.955291641252884,South,22488.99899262727,3.257972922265593,5.242705821828563,31298.912642831267,Yes
36,42,Female,53612.081529075345,39.743508294153045,East,17904.12105711719,10.15472916650194,1.3792581464981817,21468.384573816566,No
37,37,Male,71460.88164315445,88.59371534632552,North,31791.106279890548,4.659173031063257,5.0535522647596895,36550.06782883568,Yes
38,40,Female,94660.26421568397,53.61442516287811,South,14388.466461072201,0.15982537097664973,2.934528968318032,30694.115434337127,Yes
39,43,Male,42478.74690683483,54.36962563201874,West,19315.610638882914,2.101401998248486,6.082806664250668,30055.385920700897,Yes
40,19,Female,33855.1379633212,4.837403073359955,North,11831.63375232808,7.833115229858972,3.6765740720169604,31954.49355273007,Yes
41,20,Female,36090.13522545923,69.96818261635957,North,27629.51958207319,1.928213413825568,6.043651673732993,23280.273104922282,Yes
42,22,Male,36826.8545575989,88.08359254567935,East,12036.147947656094,3.475689865206337,6.680880301682495,44639.09696110801,No
43,30,Female,36264.38568775238,1.7679782267563713,West,25636.60709526405,3.8805393398163597,3.5754293959976056,34364.735334701865,Yes
44,52,Male,62168.48007820058,47.637910471739026,South,18373.83511908513,4.637365479997495,9.31307556390239,34296.34921444278,No
45,32,Male,31360.715334275148,62.93917696357278,South,14880.175668244161,6.691990189817828,7.179970643349994,30079.110384461015,No
46,40,Male,36761.747645939664,88.85402649930273,South,15251.333017045457,1.6842905783807018,3.094553350190104,36155.7205109872,No
47,30,Female,59824.74712249395,7.447366294548785,North,21288.79031861127,0.6556181879955625,4.773721141522076,20870.753327514405,Yes
48,21,Female,24761.220955961693,27.741319081046452,East,26765.94652290663,15.67771572339291,6.039356103990213,12043.790705529234,No
49,31,Male,62209.852850989955,73.39125886043442,East,15835.036332653808,12.463514360171846,8.678663052653855,21396.059356631697,Yes
50,53,Male,33155.41332811052,32.521340186279005,South,20437.50992840108,2.533961384540113,1.7063292748871433,22589.001167395465,No
51,32,Female,49468.65466283198,23.114201863436136,South,16135.37335300573,0.30753975649642556,6.713378140862333,26115.287168494593,Yes
52,37,Female,70879.49535517604,59.669176890407186,West,24355.92491679946,0.9491666355544247,1.2428885489044987,16219.801464977034,Yes
53,41,Female,84880.71674808225,43.591798318997725,East,20289.184039563737,0.10750966898884812,5.2904608270818745,36832.50773986991,Yes
54,32,Female,29034.263659932247,14.796381753850394,North,18340.444217380053,10.825863855032058,5.229798842651109,40138.39569338049,Yes
55,42,Female,56144.54832860041,20.126743730503122,West,13428.47167925341,3.9329352984158477,6.147100470657438,34701.20874416253,Yes
56,34,Female,52255.08097615527,41.98494492910448,North,17216.97328252006,10.250955753401051,1.6220521235807785,34945.29280542064,No
57,26,Female,41924.429355258384,63.47159426353046,South,16487.98232258181,6.818041882372693,3.619097041491189,27555.728922257054,No
58,45,Male,52956.54780115056,16.026358765567366,North,21847.959517364834,1.9479493289864744,5.015813213062835,27756.343453414564,No
59,41,Female,63463.26855378301,97.08966928286846,South,10196.551107288145,1.1604547063131092,8.357345655338271,46358.3604888748,No
60,47,Male,53318.427327821504,52.78704983350206,East,20259.637881337756,3.9467712237981485,3.804702204003658,20152.85308034502,No
61,18,Male,33904.76669858517,54.27314277092534,West,24718.62127012324,5.372089375012196,2.480070226287118,19043.507418767265,No
62,30,Female,54126.784696091476,59.0170591652118,West,15716.128645854555,0.8162959271987564,3.3012454631935624,28140.949818390265,Yes
63,34,Male,55439.87761436237,76.07249341452216,South,24701.39272895365,2.86816312785696,5.306251706916743,36828.22254546701,Yes
64,57,Male,54010.63757219841,82.94164117136907,West,29625.711191252914,3.5320110606609543,4.166802516234187,24939.181906481557,Yes
65,27,Male,12775.650388905255,30.19088820445992,West,25177.12459387659,1.830372812475004,7.203352960553646,38849.44593113965,Yes
66,36,Female,34630.825225545006,7.186927824241112,South,16075.97993301466,3.892937299219994,4.417217415097111,15322.17836299736,No
67,25,Female,52620.8320526608,43.92982799694762,North,29991.26922016119,1.1155172837075846,6.799055061455584,38651.62328426236,Yes
68,21,Male,66633.63850351184,29.30033788402766,South,23608.207434440825,0.30826532138537666,1.3311978016164483,34808.709869196085,No
69,25,Male,42083.368864541546,40.66106180648903,South,18429.032231594676,10.24270782049439,5.324596737851481,22452.843093342264,Yes
70,27,Male,52413.513209163786,61.935524851582564,South,18582.00111015158,13.83448766037235,3.0430931542683597,35673.79651010816,No
71,29,Male,51173.10325185065,48.15065790646395,North,13541.26177247215,4.434165567733659,2.784284330557424,42809.18890164002,Yes
72,18,Male,57526.2546682447,84.54486101850695,East,21068.938885369236,7.980180995694743,3.9142848288508385,34668.26138419713,Yes
73,29,Female,43196.67927499925,47.693254390423206,East,19376.77877347468,4.390506171071242,5.475025956911445,15571.3286069736,No
74,25,Female,48802.2074867997,60.621285698953926,South,13811.403760084442,6.242929217232783,5.102213446199756,27815.98832099777,Yes
75,36,Female,66430.79196140238,86.34062769055804,East,30164.155746683282,1.5718482078980127,6.515790199801684,20515.040952565112,No
76,24,Male,40057.54376074382,36.309684924635974,East,11247.093910862919,7.6980738479641175,5.239415379846443,22300.005628904324,No
77,40,Female,36646.70595095743,43.56286203574442,East,23484.246030704788,0.126415843932076,7.025300815984699,33469.341140779106,Yes
78,48,Female,70585.30592283962,52.31241056196177,South,18736.69058165274,6.895614408884619,9.19732488455957,19622.703365587087,Yes
79,18,Male,25757.426407670904,19.563619071586235,East,26318.826589031753,12.8797426050502,9.183109828082523,25459.168086374953,No
80,49,Male,61177.57455326046,19.813216785489175,West,31138.91931411026,0.23161774781714112,7.379279936954658,37209.32937622604,No
81,26,Male,44256.39217816935,55.342958514781586,North,7848.743377849114,4.65283853745781,8.743673343603483,34245.389242604455,Yes
82,23,Male,74613.82324505039,27.176932622572537,North,11143.750489636925,1.470567065888317,6.855463086831109,20346.424260647298,No
83,23,Female,33069.04887962642,1.9479553844597413,East,10039.792365807025,0.04677793645071781,3.2301892977891207,29635.111942393887,Yes
84,42,Female,59896.38963545184,11.064426215283664,North,13566.962874647488,1.4367338697741305,1.7770072503796501,42232.422254136436,No
85,41,Female,49910.33076788184,58.47606296214348,North,17916.257968547314,12.047526496169706,2.879959532110557,29930.350741624778,Yes
86,47,Male,44475.03467250522,96.11900186587478,East,19766.108847287873,12.00070225874918,1.7742710017950674,23541.807687509725,Yes
87,38,Male,26682.366124624426,63.245642742538124,East,14621.487259766618,9.547352031009057,8.009184537589423,34585.47389889483,No
88,22,Male,72242.67412337173,47.15443018412837,East,23448.888385846207,0.8395033083215219,6.9741073463856695,44870.93018434341,No
89,18,Female,44080.92390470866,43.26262008808461,West,26184.864922579512,3.2442480241992646,1.0667500109848875,22141.10764866642,Yes
90,33,Male,41045.690571715415,73.43961051611804,West,23096.884844176548,0.6882767170143953,1.307443929192685,12716.441470058955,No
91,38,Female,39017.971304283994,15.238190447653182,West,27073.03682389819,4.7815118207693095,1.0834476442006675,45514.96002811186,Yes
92,44,Female,67783.42157454914,37.489324299053216,North,17020.605204527437,2.119529831727153,4.928797898372995,31861.77334651319,Yes
93,31,Male,50918.44860828396,25.48108061118146,North,20721.484252385715,0.8022143004934011,5.962312707479832,14575.06635026011,No
94,37,Female,35953.52966700469,71.36744357377633,East,19689.784926403645,6.663242703618425,4.216136580120869,32450.697158652794,No
95,26,Female,42741.08363150217,60.186254960073484,West,19429.40504990275,4.770275297274684,3.6985733610583895,28976.90705225559,Yes
96,54,Male,37215.706965908474,94.61777886120868,West,32271.510528778337,2.53420964185802,1.3761822446445167,28514.583224425976,Yes
97,21,Female,59428.17203869828,22.526148366813892,East,16390.414077763213,1.9234634631941088,1.6650913450606186,18630.075760973577,Yes
98,35,Female,48900.6569579783,92.23926535157929,North,18297.529392941316,4.55401880732863,4.00477347915864,10569.862223792083,Yes
99,40,Male,31276.450808178623,10.950892711755422,West,29019.8790999887,6.973811031653141,6.24178308222954,27548.603534139118,No
100,42,Female,63442.811929740936,78.81716222638318,North,21365.67544154092,3.6235754473701896,5.426265821478408,27466.437194685415,No
101,41,Female,41794.5748319127,68.2026397527102,North,20986.268613830045,3.4104228094493694,2.1501019922987687,43474.479748641614,Yes
102,59,Female,29807.001254622446,50.39957793183765,North,21228.11616093442,1.6405596002103027,1.1892157818173634,44510.37658895457,No
103,35,Male,39075.99217186176,97.75000168913401,West,14166.359670424401,8.841453748116686,5.45047347539105,29082.698238475346,Yes
104,22,Female,38199.11662545822,27.61975590654109,North,22460.946966707663,2.09318264666122,4.953647637935693,33178.66097731412,Yes
105,38,Female,52221.93323940959,22.4302092244683,North,20124.208340780413,0.38336014314469014,5.13784391394556,19699.363205125475,Yes
106,31,Female,50055.1852324364,56.05368030739938,East,16841.802237346932,8.524314345123129,1.375964268194382,30390.697351622894,Yes
107,42,Female,75577.64935412884,28.954040769090355,South,22650.32194664509,1.3244368635696666,2.8590749546037233,35231.01462394349,Yes
108,28,Male,35945.91932841313,24.127637352158615,South,25701.278897776334,0.6381372853003033,3.8666305323342733,34288.44178577231,No
109,33,Male,48877.900169959314,25.792675325893292,East,21415.97456255503,6.174631540356445,4.816437732863672,32106.009108864702,Yes
110,34,Female,46921.25732767444,61.79730552205556,North,28116.985205401128,2.2441372974117337,1.5262258333073873,31961.215753113294,Yes
111,41,Female,23868.158347356642,46.04336638720455,West,21554.258038368065,2.5329794617833885,1.3345846417199452,39189.90594868257,No
112,30,Male,59210.463408099145,54.76858804038572,East,19682.380047441486,6.87397432264719,8.274216957897401,27123.547591255803,No
113,31,Female,57949.04815324064,13.5916206336338,South,33781.21712850714,0.2773557147553475,5.568236901201469,21947.16138360312,No
114,24,Male,50139.905469542304,18.34379664899706,South,16786.203019546727,10.91451674218462,6.541491664708947,28487.051507916087,No
115,46,Male,35435.71860243667,15.863975185388641,East,14864.213042252542,0.8418746397104592,8.553683743847145,35331.285622854135,Yes
116,43,Male,65396.21974439635,88.59982448598643,South,17602.708476244046,0.3466340307165025,8.557393267007605,24500.0058329271,Yes
117,31,Male,45416.71528068141,43.0391346070842,South,17820.197235874504,3.0414015893033493,8.736167781913245,37555.031111684184,Yes
118,39,Female,34981.70883456553,6.8650909330048195,North,17353.922974853598,9.992271066184177,5.87748615943428,29635.374833484195,No
119,34,Male,40364.6864785067,91.78200747677778,West,19286.127991153593,9.1867725421446,4.849648843309511,31250.38191342214,Yes
120,27,Female,58109.06207090976,25.002423168669413,South,25942.10822476326,3.677655128415111,7.1757900732084146,24368.71038111102,No
121,31,Female,35095.33090869705,24.182609712497015,South,12067.689080896453,1.8572106849457142,7.783984746110612,24709.3770912581,Yes
122,45,Female,85121.13899516576,4.19587968990791,North,12824.023837366158,0.5472295637570511,2.9980926625868465,35431.046705397224,Yes
123,30,Male,24788.368702747397,57.78855022417306,North,34408.8232904053,1.0705360480958355,2.0603982970210435,29940.55085683676,Yes
124,37,Male,32578.769422932437,27.29096654929906,South,12159.088228700532,18.231923522745006,3.4043204175473276,40472.85706017369,Yes
125,22,Female,28235.982029764786,17.534293995301798,West,17004.15301427403,5.760819556512371,4.634736822623859,27498.55712476816,Yes
126,26,Female,40067.919335690836,74.92428959795728,East,23044.83834337389,0.4676737074695574,1.2912551329201656,39832.09612574587,No
127,20,Male,63174.01773053355,71.67197958820768,East,25082.685486606922,8.196421701406493,9.030350629975224,36480.77280320192,Yes
128,23,Male,48271.06280090146,79.62015260224881,West,15425.936908242391,7.6286492447947865,1.5673266812242246,38333.21768358627,No
129,45,Male,68549.69462420406,94.38601408667878,West,17083.00340687929,7.561156995027907,2.3393112435011494,41010.88778425225,Yes
130,32,Female,37136.851272877946,99.96620381668671,West,24694.036592566306,20.740864282661114,5.927250263867884,19267.17498909572,Yes
131,18,Female,47609.2957390208,80.95067117165473,North,23927.8031861419,3.348579384375503,7.324708010978035,39735.51645290404,No
132,29,Female,57197.254059358434,15.033803953706176,South,16412.730884543835,11.82214793821869,9.04378993163134,30472.42340342727,Yes
133,34,Female,57747.784833154205,65.86259994689773,South,20953.967019481257,3.2891958491808237,4.266832589426922,33324.49541593895,No
134,22,Male,41742.52374937534,71.98537232103988,North,17749.77403672188,0.028184029117336255,3.9280367609812123,39069.51498202441,No
135,32,Male,54147.00895294905,84.93563434940324,East,20384.294742463477,8.071542269218979,9.479156800203855,26249.72070116357,Yes
136,39,Female,37925.16975097011,97.74084110463411,West,13549.428726674178,1.7701215664197767,9.474332330776496,37720.57989336007,Yes
137,19,Male,60220.15301790879,90.18431468183978,East,24960.207842120482,4.111500142007646,5.26202001850059,30516.518538332017,No
138,46,Male,70546.9983772933,36.78774070075836,East,13666.905941084902,6.044262596453733,3.016293344134582,24555.964963579932,No
139,44,Male,42353.80513882359,21.349931949408624,West,13774.882914931413,16.34765852075731,6.9551441195992,25095.532853849843,No
140,18,Male,73952.0142505649,5.630557059646185,North,19000.831026401254,0.8043367939993722,3.484479846025437,15763.879967106082,Yes
141,18,Male,67494.84143255067,16.63197814787941,North,19464.823500612896,1.6545535033998724,2.271760888397485,36319.89968074574,Yes
142,44,Female,46562.271324439134,48.130621257213356,East,21526.06313790508,3.8067085930696267,8.563072651665125,32523.858498086396,Yes
143,37,Male,78762.077111925,38.142250770843575,North,26848.630673424846,11.74284142230382,9.601729562589266,42323.92565138533,No
144,24,Female,47781.990229622505,15.207558308847972,North,15849.465715764245,15.209164875216825,8.794917201295364,28020.844955480065,No
145,23,Female,50945.00482958442,28.553762748177093,West,17333.913382583378,1.5381460625165806,9.947490984107137,28927.3181186518,Yes
146,32,Female,77385.26023863902,93.61451950091445,South,15882.254981020404,2.628405686852828,8.546277644315062,20850.175331093087,No
147,28,Male,33709.144151951434,51.61711587715809,East,16439.10891040165,6.370223753017116,4.356889148812468,18101.606393576036,No
148,26,Male,70592.49371268682,37.287319920333815,North,16386.54570419822,3.7734058665202608,6.206214605176504,31481.709773539533,No
149,18,Male,41752.32886095268,6.44013947188549,East,15090.875653366738,4.2184838482172555,5.801136111691855,18035.000045177512,No
150,35,Male,54636.03338449821,10.233648641513131,West,20504.033405896374,5.295678674269276,3.6639638245312396,38353.71950601587,Yes
151,36,Female,51982.945561541834,47.85368663812468,North,27135.469813349417,16.367909314272037,2.0110094930209197,16670.23601900956,No
152,41,Female,27793.939561186322,96.9458469193475,West,22584.822954900264,1.1513390381427624,5.785840224732184,37549.47363211648,No
153,36,Male,69627.6154447189,17.491137248356484,South,21742.636547733044,2.2113980269726103,4.4140148036820115,33846.115978917216,No
154,37,Female,57970.70542688744,47.936313256558364,South,22017.830973040385,3.902231798920396,9.322606671071652,33138.76272319497,Yes
155,45,Female,51290.25192029706,15.78085918212006,West,19952.1776637235,8.580873618015216,2.808381457881624,42330.69859927734,Yes
156,25,Male,61516.58529855278,22.498349902042637,South,15360.858127126172,13.981337737077537,9.652851358486608,22728.4239571354,No
157,43,Female,47128.619837905564,41.75801661826328,North,33564.38085488182,6.032386836245792,6.346824523288501,25754.7332291502,Yes
158,40,Female,37586.70930737888,76.6620822576938,South,19189.85425726638,7.555596890454538,4.677482570439146,32282.12125064037,No
159,30,Male,45910.366997022604,31.81109964633065,North,17308.731106396663,8.641089615978464,9.153896036513244,25221.48085812571,No
160,21,Female,73138.74818535142,82.09801412984775,West,28376.384898408403,10.266456468338347,3.0747983389906475,37729.889420230174,Yes
161,38,Male,87001.43312073269,92.57340222679352,West,14907.537475375375,8.325509147246166,1.7060457179658879,48522.80223922774,Yes
162,56,Male,53094.030331952636,44.37828927086798,East,19924.688990606603,7.912999201941778,7.039955795081274,39246.90976247724,Yes
163,20,Female,60154.69627100857,38.74632669959617,South,23232.975915684667,3.6681713137376617,6.795712071757883,15069.702486439704,No
164,23,Female,50130.08755890627,63.9283360783194,North,14011.499195749764,1.223504869350398,2.6866531577232764,30762.784149050567,Yes
165,25,Male,60337.21683352702,18.75083267349089,East,10424.360644685368,2.1203807777139745,6.250302222161052,14075.076868672077,No
166,39,Male,57654.086576124035,61.55115145606488,North,16878.008870625683,5.567916095026375,2.0240139230063727,38796.51410202507,No
167,24,Male,45801.57294542115,19.08500067233286,East,16631.871603136493,10.136651196418258,3.282628023120431,35122.38488064029,Yes
168,48,Female,63819.48625678659,75.23236633601176,West,18101.034125691363,0.7094603152071665,4.267749503636757,24304.199405979965,Yes
169,32,Female,42708.77601882919,65.08000030190972,South,20467.01484029451,4.142039483547705,6.864443020395581,37300.56530297155,Yes
170,52,Female,62928.12371921489,77.84624580986795,North,23438.617786488427,1.454195338148183,7.157101485067541,20729.312011787748,No
171,41,Male,37608.73232028666,76.82488933741399,West,20360.496315879835,3.1663731327358495,2.8789789753764996,30595.71047726174,Yes
172,51,Female,59261.56578277882,49.216080722765916,South,21444.683624077497,0.9383770300705689,2.4502414387013483,23541.4792172139,No
173,37,Male,43171.9437142331,50.17559985685651,South,20630.59135738282,13.258818509422232,2.608259043846385,15708.74793706167,Yes
174,36,Female,25832.126462112952,63.42111700492477,West,23010.2546447262,29.72145867442154,3.0577895070083394,31194.596517098827,No
175,22,Male,59447.26098358912,13.209502759758887,East,17403.380344368466,2.5214755225714764,6.281740811765548,22495.78483175984,Yes
176,39,Male,46900.258884800394,30.329561542667335,East,9601.258790654445,10.248287186912153,9.808875469680597,29186.217884349815,Yes
177,38,Male,38049.97164860838,48.217987122581796,East,27026.38547639712,2.8794076652972276,8.952198515366206,22246.747822781952,Yes
178,34,Male,31004.164963159492,82.21589654521637,South,14572.764148886868,0.4351045420587242,2.5978342858982906,41154.90070099604,No
179,29,Male,36829.96218669119,30.75709015851324,South,24605.34671160503,2.264940861323472,5.221270817585842,43565.92647065627,Yes
180,20,Male,57319.06031501213,53.70265547814339,East,15541.353319334172,4.700510614646665,4.304868332798558,21476.4698375982,No
181,29,Male,53839.54512752126,52.69007042580639,East,21209.46076874763,4.118779166931336,1.8129181103644059,37618.16297288379,No
182,28,Female,64510.23966627944,97.47287203782223,South,29088.9490319467,5.7517071861943805,7.08805181356947,35175.54202683931,Yes
183,43,Male,43142.55135905832,33.54265789033419,South,14987.042177363015,6.2230154639958535,3.7489664210162683,35387.841530373254,Yes
184,53,Male,52948.34740888693,79.99778040656979,South,15793.937426432338,2.309848492172,4.08239627823869,26914.767879084895,Yes
185,38,Male,45662.27478365744,31.523220669116725,South,23183.398935922254,16.71682244189451,4.025025992188962,34945.99699950443,No
186,52,Male,55186.63937438282,57.87984170128267,West,32478.457091996625,12.742728508979482,7.148196425595845,32937.98774857364,No
187,25,Male,49154.62311624878,87.56632983339603,East,17448.446293387435,1.452349894380657,8.650592385095557,25103.604159660583,Yes
188,37,Female,51070.57504498824,18.57726808091746,East,24538.10337652443,2.0831122502152604,9.150168945021631,45359.47120035117,No
189,33,Female,29284.524023228787,92.23984633616385,East,16240.423708090002,16.222908516568662,6.202983209322807,42263.78057248601,Yes
190,29,Male,24099.680565310646,62.36304919762085,South,19457.00628201898,17.5242742146927,1.6341237456468671,32871.710277466555,No
191,27,Female,70828.72638499906,49.93351309400466,South,21882.77406496536,0.3827625502275459,5.951673130879015,25262.30077442597,No
192,43,Male,27792.17145494749,59.45826369753001,North,21027.375501093116,14.202551084533736,7.101334262775895,48588.71813906769,Yes
193,53,Female,42909.2571434909,56.65281175176866,North,15699.770500661383,4.825330026037685,9.676067720952423,26822.43110677781,Yes
194,33,Male,50675.639063583185,65.34707466916281,East,29843.482818187284,17.633137285609315,9.755032340821437,26219.00019462722,Yes
195,46,Female,41128.723761910835,69.29129097618554,South,21045.593038036895,0.33002366438421327,1.6859220550411096,27840.792922059674,Yes
196,39,Female,78408.49030622838,2.2748782115517283,South,25558.641230213558,0.9146137323841561,8.051965724440972,26687.744057989403,No
197,21,Male,74592.1466122972,58.40709653010509,South,21913.51263697905,0.8883157022369065,8.498687553680607,28883.861926933685,No
198,38,Male,43905.4122917092,41.29386936779318,East,14402.530276674252,27.881840087199294,9.819983733411814,30598.58874100191,No
199,33,Male,80996.27315500716,45.03619142430704,North,16689.08707696639,1.453850939485398,2.028150765913286,26150.66706882839,No
200,27,Female,80026.66470907627,5.147270769558263,North,22537.329930593765,13.75521791374756,6.512169081282666,27564.392907414895,No
201,25,Male,57741.55196829829,49.932256923431225,North,18605.216812508006,6.739250073757884,4.9788730187911145,20883.10429369998,No
202,28,Male,72425.76769112881,61.428101681526236,East,23922.900993217503,1.4369903556146368,6.181668956193244,31325.36963174251,No
203,39,Male,60746.7072483957,37.63730224087538,South,28921.742260267063,0.23543153471721506,2.051157673694067,36278.64435207787,Yes
204,35,Female,57186.37778243027,62.99047023106955,East,21409.979709889787,14.210790607250418,9.567649483452136,28253.402052344627,No
205,31,Female,48938.46539797777,25.67696490475866,East,35564.190944118876,1.669373476609073,9.223694500128538,26209.601923402322,Yes
206,31,Female,58391.24823361862,24.199969972967917,West,26059.066094613994,4.976454726123574,4.566860691091703,20756.524610511544,Yes
207,29,Male,25027.44735363342,13.544239684602788,East,25546.078222761887,3.3378115383911515,1.5134908760977361,23642.063189731758,No
208,22,Female,22679.572048348648,69.2583082356422,South,11272.955419404034,0.9154281472050124,6.26458321728108,28248.894272779693,No
209,38,Female,64462.228909812125,3.2332211382855798,East,18290.638891191913,4.648936786243815,7.749535057968174,12909.315950033088,Yes
210,40,Female,30028.194257011666,1.519006545169765,East,20638.5685979623,2.972710812878647,6.991036682329852,26849.637272647586,No
211,45,Male,55003.8348929111,65.36664054570987,West,16946.242430693215,8.259055518158195,2.082374752563621,28289.586318721653,No
212,61,Male,45082.98074571557,90.45258080978935,South,20524.073348985494,0.5136822883707279,9.181708598961706,33517.711410429336,No
213,22,Female,10000.0,74.97805151650213,East,25994.295500936692,0.09951912907869502,6.625308595164342,33760.41027786012,Yes
214,18,Male,74970.59830954298,94.31813456047308,East,12935.779083582467,3.969076466861068,8.820447724434633,34601.91515325528,Yes
215,32,Female,38911.06937917514,84.60088970333754,East,27046.11519102415,5.201527278322726,1.8228197130139778,33350.69675385562,No
216,41,Male,59888.85821814435,20.601883963931225,East,18024.11048476555,7.491273830987878,3.547584702896855,32394.26708036361,No
217,18,Female,28440.774196231123,54.481860783253744,North,23077.87725642428,2.1338085191729945,8.025861578174435,20537.826171066088,No
218,45,Female,51603.37862425932,18.517035005308273,North,21094.719428040647,1.7936953087589043,7.696484262461915,33416.63060168156,No
219,47,Male,65817.80288907034,50.752417830332355,South,17171.873872203523,10.239650855252115,1.236702184677208,34398.7860695587,No
220,38,Female,68073.35492365486,87.07240950842252,North,20917.65375034099,7.0971673713958,8.019998664444117,43868.492543080676,Yes
221,35,Female,41750.947338904596,63.940847665762064,West,16920.829986267006,1.41619171548934,3.572052369867066,33508.32703692212,No
222,39,Female,36508.30650830598,9.695626052715927,East,22277.04797594616,2.8406041103409043,5.990645804393638,38489.35715617829,No
223,29,Male,36305.96431150549,8.473001480080097,East,19806.231178637594,1.614190470098714,7.005070941273716,24655.815690568783,Yes
224,33,Male,44361.42217030855,37.186700955849616,West,23017.005225122783,0.4883598387153928,4.293149939293238,29414.399167266038,Yes
225,33,Female,67577.92081974183,48.35301167962699,North,14724.041065178086,3.459069643073997,7.172834957102075,28476.337060555707,Yes
226,35,Male,65194.56213167721,25.115381945956692,South,27284.54676111444,2.358976333019759,4.1982397814637675,33084.04013464824,No
227,30,Male,39556.9424823751,9.472469491369523,East,17371.278628972617,1.550302674105726,7.471184625778443,26497.998824344322,No
228,29,Female,64194.502468717816,47.73822450041372,South,21455.897500774372,4.190334354989408,4.123537828084425,15012.2315960896,Yes
